139.4 K  418.2 K   /raw-with-ec/json/feed=7135b79a-6219-4d31-b25d-9365ebd03e54/category=teamcymru_fullbogons_ipv4/2021-06-01/part-20210601000004_0.json
4.1 M    8.1 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-14/part-20210614083151_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-15/part-20210615083147_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-16/part-20210616083205_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-17/part-20210617084036_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-18/part-20210618083236_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-19/part-20210619083137_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-20/part-20210620083130_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-21/part-20210621083156_0.json
4.2 M    8.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-22/part-20210622083148_0.json
4.1 M    8.1 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-23/part-20210623083206_0.json
4.0 M    8.0 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-24/part-20210624083129_0.json
3.9 M    7.8 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-25/part-20210625083151_0.json
4.0 M    8.0 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-26/part-20210626083157_0.json
4.1 M    8.1 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-27/part-20210627083236_0.json
4.1 M    8.1 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv4/2021-06-28/part-20210628083200_0.json
102.8 K  308.3 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-01/part-20210601083125_0.json
108.8 K  326.4 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-02/part-20210602083142_0.json
116.0 K  348.1 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-03/part-20210603083140_0.json
115.3 K  345.8 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-04/part-20210604083206_0.json
115.3 K  345.9 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-05/part-20210605083139_0.json
114.9 K  344.6 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-06/part-20210606083218_0.json
114.2 K  342.5 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-07/part-20210607083136_0.json
113.3 K  340.0 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-08/part-20210608083209_0.json
114.2 K  342.5 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-09/part-20210609083206_0.json
118.6 K  355.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-10/part-20210610083251_0.json
120.4 K  361.2 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-11/part-20210611083203_0.json
121.1 K  363.3 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-12/part-20210612083246_0.json
123.6 K  370.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-13/part-20210613083159_0.json
129.6 K  388.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-14/part-20210614083158_0.json
134.3 K  403.0 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-15/part-20210615083149_0.json
131.4 K  394.3 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-16/part-20210616083205_0.json
121.7 K  365.2 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-17/part-20210617084042_0.json
120.2 K  360.5 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-18/part-20210618083247_0.json
127.8 K  383.5 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-19/part-20210619083145_0.json
129.9 K  389.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-20/part-20210620083137_0.json
129.2 K  387.5 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-21/part-20210621083202_0.json
128.5 K  385.6 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-22/part-20210622083152_0.json
130.6 K  391.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-23/part-20210623083213_0.json
130.3 K  390.8 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-24/part-20210624083137_0.json
112.2 K  336.7 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-25/part-20210625083158_0.json
116.7 K  350.0 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-26/part-20210626083210_0.json
129.3 K  388.0 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-27/part-20210627083244_0.json
134.7 K  404.0 K   /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=anonsvcs_ipv6/2021-06-28/part-20210628083210_0.json
6.5 M    11.6 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-01/part-20210601083052_0.json
5.7 M    9.7 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-02/part-20210602083114_0.json
5.8 M    9.8 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-03/part-20210603083114_0.json
6.2 M    10.7 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-04/part-20210604083132_0.json
6.2 M    10.5 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-05/part-20210605083103_0.json
7.7 M    13.7 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-06/part-20210606083146_0.json
8.9 M    14.9 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-07/part-20210607083107_0.json
9.7 M    17.2 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-08/part-20210608083132_0.json
11.0 M   19.0 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-09/part-20210609083124_0.json
16.1 M   28.1 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-10/part-20210610083205_0.json
16.2 M   28.2 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-11/part-20210611083135_0.json
15.7 M   27.0 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-12/part-20210612083217_0.json
19.2 M   33.2 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-13/part-20210613083127_0.json
20.1 M   34.1 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-14/part-20210614083132_0.json
21.3 M   35.8 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-15/part-20210615083124_0.json
20.7 M   34.7 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-16/part-20210616083136_0.json
20.4 M   34.4 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-17/part-20210617084012_0.json
23.4 M   39.4 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-18/part-20210618083206_0.json
19.7 M   33.7 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-19/part-20210619083120_0.json
20.9 M   34.9 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-20/part-20210620083110_0.json
20.3 M   34.3 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-21/part-20210621083134_0.json
18.6 M   31.9 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-22/part-20210622083127_0.json
14.8 M   24.8 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-23/part-20210623083145_0.json
10.6 M   18.6 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-24/part-20210624083106_0.json
7.8 M    13.8 M    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-25/part-20210625083128_0.json
3.0 M    5.0 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-26/part-20210626083128_0.json
2.7 M    4.7 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-27/part-20210627083202_0.json
2.2 M    4.2 M     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv4/2021-06-28/part-20210628083133_0.json
6.4 K    19.1 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-01/part-20210601083100_0.json
6.0 K    18.0 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-02/part-20210602083115_0.json
5.3 K    15.9 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-03/part-20210603083118_0.json
5.1 K    15.3 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-04/part-20210604083139_0.json
4.0 K    11.9 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-05/part-20210605083107_0.json
2.9 K    8.8 K     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-06/part-20210606083147_0.json
2.9 K    8.8 K     /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-07/part-20210607083117_0.json
3.3 K    10.0 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-08/part-20210608083138_0.json
4.6 K    13.9 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-09/part-20210609083130_0.json
5.7 K    17.2 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-10/part-20210610083211_0.json
7.8 K    23.5 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-11/part-20210611083140_0.json
8.1 K    24.2 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-12/part-20210612083222_0.json
8.9 K    26.7 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-13/part-20210613083135_0.json
9.1 K    27.3 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-14/part-20210614083132_0.json
9.8 K    29.4 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-15/part-20210615083130_0.json
9.1 K    27.4 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-16/part-20210616083141_0.json
8.0 K    24.0 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-17/part-20210617084017_0.json
7.6 K    22.8 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-18/part-20210618083213_0.json
5.4 K    16.3 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-19/part-20210619083124_0.json
4.8 K    14.3 K    /raw-with-ec/json/feed=bca0c0b2-3cb3-4937-944e-fa317e2419f9/api=bots_ipv6/2021-06-20/part-20210620083115_0.json
